id|Tag|Authors|Year|Title|Journal|No|Pages|DOI|Link|Comment
184|Li2011|Li, Y., Wu, Q., Zhang, F., Feng, Q., Zhang, R.|2011|Seismic anisotropy of the Northeastern Tibetan Plateau from shear wave splitting analysis|Earth Planet. Sci. Lett.|304|147-157|10.1016/j.epsl.2011.01.026| |Splitting measured with SplitLab (Wuestefeld et al., 2008), eigen value and rotation-correlation method
185|Evangelidis2011|Evangelidis, C.P., Liang, W.-T., Melis, N.S., Konstantinou, K.I.|2011|Shear wave anisotropy beneath the Aegean inferred from SKS splitting observations|J. Geophys. Res.|116|B04314|10.1029/2010JB007884|http://www.agu.org/pubs/crossref/2011/2010JB007884.shtml|CrossCorrelation Method (Fukao, 1984)
186|Masy2011|Masy, J., Niu, F., Levander, A., Schmitz, M.|2011| Mantle flow beneath northwestern Venezuela: Seismic evidence for a deep origin of the Mérida Andes|Earth Planet. Sci. Lett.|305|396-404|10.1016/j.epsl.2011.03.024| |Silver and Chan (1991) and Li and Niu (2010) for stacking
187|Huang2011|Huang, Z., Wang, L., Zhao, D., Mi, N., Xu, M.|2011| Seismic anisotropy and mantle dynamics beneath China|Earth Planet. Sci. Lett.|306|105-117|10.1016/j.epsl.2011.03.038| |Mean calculated by the Multi-channel method (Chevrot 2000) - Individual measurements calculated with Silver and Chan (1991) and SplitLab software (Wuestefeld, 2008) also available in the paper
188|Monteiller2011|Monteiller, V., Chevrot, S.|2011|High-resolution imaging of the deep anisotropic structure of the San Andreas fault system beneath southern California|Geoph. J. Int.|186|418-446|10.1111/j.1365-246X.2011.05082.x| |Splitting measured with splitting Intensity method (Chevrot, 2000)
189|Mandal2011|Mandal, P.|2011|Upper mantle seismic anisotropy in the intra-continental Kachchh rift zone, Gujarat, India|Tectonophysics|509|81-92|10.1016/j.tecto.2011.05.013| |Rotation-correlation method (Bowman and Ando, 1987) and Silver and Chan (1991) technique in the SplitLab environment (Wüstefeld et al., 2008)
190|Wang2008|Wang, C.Y., Flesch, L.M., Silver, P.G., Chang, L.J., Chan, W.W.|2008|Evidence for mechanically coupled lithosphere in central Asia and resulting implications|Geology|36|363-366|10.1130/g24450a.1| |Silver and Chan (1991) and Wolfe and Silver (1998) for stacking
191|Chang2012|Chang, L.J., Wang, C.Y., Ding, Z.|2012|Upper mantle anisotropy beneath North China from shear wave splitting measurements|Tectonophysics|522-523|235-242|10.1016/j.tecto.2011.12.009| |Silver and Chan (1991) and Wolfe and Silver (1998) for stacking
192|Rosa2012|Rosa, J.W.C., Rosa, J.W.C., Fuck, R.A.|2012|Crust and upper mantle structure in central Brazil derived by receiver functions and SKS splitting analysis|J. S. Am. Earth Sci.|34|33-46|10.1016/j.jsames.2011.09.001| |Silver and Chan (1991)
193|Collins2012|Collins, J.A., Wolfe, C.J., Laske, G.|2012|Shear wave splitting at the Hawaiian hot spot from the PLUME land and ocean bottom seismometer deployments|Geochem. Geophys. Geosyst|13|Q02007|10.1029/2011GC003881| |Silver and Chan (1991) and Wolfe and Silver (1998) for stacking
194|Abt2010|Abt, D.L., Fischer, K.M., Abers, G.A., Protti, M., Gonzalez, V., Strauch, W.|2010|Constraints on upper mantle anisotropy surrounding the Cocos slab from SK(K)S splitting|J. Geophys. Res.|115|B06316|10.1029/2009jb006710| |Silver and Chan (1991)
195|Al_Lazki2011|Al Lazki, A., Ebinger, C., Kendall, J.M., Helffrich, G., Leroy, S., Tiberi, C., Stuart, G., Al-Toobi, K.|2011|Upper mantle anisotropy of southeast Arabia passive margin [Gulf of Aden northern conjugate margin], Oman| Arab. J. Geosci.| | |10.1007/s12517-011-0477-2| |Silver and Chan (1991) and Teanby et al. (2004)
196|West2009|West, J.D., Fouch, M.J., Roth, J.B., Elkins-Tanton, L.T.|2009|Vertical mantle flow associated with a lithospheric drip beneath the Great Basin|Nature Geoscience|2(6)|438-443|10.1038/ngeo526| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
197|Hanna2012|Hanna, J., Long, M.D.|2012|SKS splitting beneath Alaska: Regional variability and implications for subduction processes at a slab edge|Tectonophysics|530-531|272-285|10.1016/j.tecto.2012.01.003| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
198|Leon_Soto2012|Leon Soto, G., Sandvol, E., Ni, J.F., Flesch, L.M., Hearn, T.M., Tillmann, F., Chen, J., Brown, L.|2012|Significant and vertically coherent seismic anisotropy beneath Northeastern Tibet|J. Geophys. Res.|117|B05308|10.1029/2011JB008919| |Silver and Chan (1991)
199|Koch2012|Koch, F.W., Wiens, D.A., Nyblade, A.A., Shore, P.J., Tibi, R., Ateba, B., Tabod, C.T., Nnange, J.M.|2012|Upper-mantle anisotropy beneath the Cameroon Volcanic Line and Congo Craton from shear wave splitting measurements|Geoph. J. Int.| | |10.1111/j.1365-246X.2012.05497.x| |Silver and Chan (1991) and Restivo and Helffrich (1999)
200|Christensen2010|Christensen, D.H., Abers, G.A.|2010|Seismic anisotropy under central Alaska from SKS splitting observations|J. Geophys. Res.|115|B04315|10.1029/2009jb006712| |Silver and Chan (1991)
201|Assumpcao2011|Assumpcao, M., Guarido, M., van der Lee, S., Dourado, J.C.|2011|Upper-mantle seismic anisotropy from SKS splitting in the South American stable platform: A test of asthenospheric flow models beneath the lithosphere|Lithosphere|3(2)|173-180|10.1130/l99.1| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
202|Salah2012|Salah, M.K.|2012|A seismological evidence for the northwestward movement of Africa with respect to Iberia from shear wave splitting|Geoscience Frontiers| | |10.1016/j.gsf.2012.01.005| |rotation-correlation method (Ando, 1984)
203|Wagner2012|Wagner, L.S., Long, M.D., Johnston, M.D., Benoit, M.H.|2012|Lithospheric and asthenospheric contributions to shear-wave splitting observations in the southeastern United States|Earth Planet. Sci. Lett.|341-344|128-138|10.1016/j.epsl.2012.06.020| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
204|Plomerova2012|Plomerova, J., Vecsey, L., Babuska, V.|2012|Mapping seismic anisotropy of the lithospheric mantle beneath the northern and eastern Bohemian Massif (central Europe)|Tectonophysics|564-565|38-53|10.1016/j.tecto.2011.08.011| |Splitting measured with SPLITshear code (Vecsey et al., 2008)
205|Krueger2002|Krüger, F., Scherbaum, F., Rosa, J.W.C., Kind, R., Zetsche, F., Höhne|2002|Crustal and upper mantle structure in the Amazon region (Brazil) determined with broadband mobile station|J. Geophys. Res.|107| |10.1029/2001JB000598| |Splitting measured with Vinnik et al. (1984) method
206|Barruol2013|Barruol, G., Fontaine, F.R.|2013|Mantle flow beneath La RŽunion hotspot track from SKS splitting|Earth Planet. Sci. Lett.|362|108-121|10.1016/j.epsl.2012.11.017| |Splitting measured with SplitLab (Wuestefeld et al., 2008), eigenvalue method
207|Kumar2012|Kumar, S.R., Srinagesh, D., Dipankar, S., Singh, A., Kumar, M.R.|2012|Seismic anisotropy beneath the Eastern Dharwar craton|Lihosphere|4|259-268|10.1130/L198.1| |Splitting measured with SplitLab (Wuestefeld et al., 2008), eigenvalue method and Teanby et al. (2004)
208|Miller2013|Miller, M.S., A.A., Allam, T.W., Becker, J.F., Di Leo, J., Wookey|2013|Constraints on the tectonic evolution of the westernmost Mediterranean and northwestern Africa from shear wave splitting analysis|Earth Planet. Sci. Lett.|375(0)|234-243|10.1016/j.epsl.2013.05.036| |Splitting measured with SplitLab (Wuestefeld et al., 2008), eigenvalue method
209|Huang2013|Huang, H., M., Xu, L., Wang, Z., Huang, P., Wang, N., Mi, H., Li, D., Yu|2013|Distinct lateral variations of upper mantle anisotropy beneath eastern China revealed by shear-wave splitting|Geochem. Geophys. Geosyst.|14(6)|1842-1855|10.1002/ggge.20126| |Splitting measured with SplitLab (Wuestefeld et al., 2008), eigenvalue method
210|Margheriti2003|Margheriti, L., F.P., Lucente, S., Pondrelli|2003|SKS splitting measurements in the Apenninic-Tyrrhenian domain (Italy) and their relation with lithospheric subduction and mantle convection|J. Geophys. Res.|108(B4)|2218|10.1029/2002JB001793| |Splitting measured with Silver and Chan (1991) method
211|Kiraly2012|Kiraly, E., I., Bianchi, G.H.R., Bokelmann|2012|Seismic anisotropy in the south western Pacific region from shear wave splitting|Geoph. Res. Lett.|39|L05302|10.1029/2011GL050407| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
212|Zhao2013|Zhao, L., T., Zheng, G., Lu|2013|Distinct upper mantle deformation of cratons in response to subduction: Constraints from SKS wave splitting measurements in eastern China|Gondwana Research|23|29-53|10.1016/j.gr.2012.04.007| |Splitting measured with Silver and Chan (1991) method
213|Frederiksen2013|Frederiksen, A.W., Deniset, I., Ola, O., Toni, D.|2013|Lithospheric fabric variations in central North America: Influence of rifting and Archean tectonic styles|Geoph. Res. Lett.|40| |10.1002/grl.50879|http://onlinelibrary.wiley.com/doi/10.1002/grl.50879/full|Silver and Chan style, eigenvalue minimization, error surfaces stacked in equally-weighted back-azimuthal swaths
214|Bokelmann2013|Bokelmann, G.H.R., E., Qorbani, I., Bianchi|2013|Seismic anisotropy and large-scale deformation of the Eastern Alps|Earth Planet. Sci. Lett.|383|1-6|10.1016/j.epsl.2013.09.019| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
215|Zhao2013|Zhao, J., D., Murodov, Y., Huang, Y., Sun, S., Pei, H., Liu, H., Zhang, Y., Fu, W., Wang, H., Cheng, W., Tang|2013|Upper mantle deformation beneath central-southern Tibet revealed by shear wave splitting measurements|Tectonophysics|in press| |10.1016/j.tecto.2013.11.003| |splitting measured from cross correlation techniques (Fukao, 1984)
216|Paul2014|Paul, A., H., Karabulut, A.K., Mutlu, G., Salaun|2014|A comprehensive and densely sampled map of shear-wave azimuthal anisotropy in the Aegean-Anatolia region|Earth Planet. Sci. Lett.|389(0)|14-22|10.1016/j.epsl.2013.12.019| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
217|Kaviani2013|Kaviani, A., Hofstetter, R., Rumpker, G., Weber, M.|2013|Investigation of seismic anisotropy beneath the Dead Sea fault using dense networks of broadband stations,, doi:10.1002/jgrb.50250.|J. Geophys. Res.|118(7)|3476-3491|10.1002/jgrb.50250| |splitting measured from cross correlation techniques (Bowman and Ando, 1987) and transverse energy minimization (Silver and Chan, 1991)
218|Salimbeni2013|Salimbeni, S., S., Pondrelli, L., Margheriti|2013|Hints on the deformation penetration induced by subductions and collision processes: Seismic anisotropy beneath the Adria region (Central Mediterranean)|J. Geophys. Res.|118(11)|2013JB010253|10.1002/2013jb010253| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
219|Rao2013|Rao, K.M., M.R., Kumar, A., Singh, B.K., Rastogi|2013|Two distinct shear wave splitting directions in the northwestern Deccan Volcanic Province|J. Geophys. Res.|118|5487-5499|10.1002/2013JB010644| |Splitting obtained from Silver and Chan (1991) method
220|Zietlow2014|Zietlow, D.W., Sheehan, A.F., Molnar, P.H., Savage, M.K., Hirth, G., Collins, J.A., Hager, B.H.|2014|Upper Mantle Seismic Anisotropy at a Strike-Slip Boundary: South Island, New Zealand|J. Geophys. Res.|119|1020-1040|10.1002/2013jb010676| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1991), and stacking with Wolfe and Silver (1998) method
221|Stanciu2013|Stanciu, A.C., R.M., Russo, V.I., Mocanu, L., Munteanu|2013|Shear-wave splitting within the Southeastern Carpathian Arc, Transylvanian Basin, Romania| J. Geodynamics|70(0)|61-69|10.1016/j.jog.2013.05.003| |Splitting obtained from Silver and Chan (1991) method and average from Helffrich et al. (1984)
222|Bagley2013|Bagley, B., A.A., Nyblade|2013|Seismic anisotropy in eastern Africa, mantle flow, and the African superplume|Geoph. Res. Lett.|40(8)|1500-1505|10.1002/grl.50315| |Splitting obtained using Silver and Chan (1991) method in SplitLab software (Wuestefeld et al., 2008) and stacking from Wolfe and Silver (1998).
223|Kendall2005|Kendall, J.M., G.W., Stuart, C.J., Ebinger, I.D., Bastow, D., Keir|2005| Magma-assisted rifting in Ethiopia, Nature|Nature|433(7022)|146-148|10.1038/nature03161| |Splitting obtained by Silver and Chan (1991) method
224|Bastow2011|Bastow, I.D., D.A., Thompson, J., Wookey, J.M., Kendall, G., Helffrich, D.B., Snyder, D.W., Eaton, F.A., Darbyshire|2011|Precambrian plate tectonics: Seismic evidence from northern Hudson Bay, Canada|Geology|39(1)|91-94|10.1130/g31396.1| |Splitting obtained from the approach of teanby et al. (2004)
225|Snyder2013|Snyder, D.B., R.G., Berman, J.M., Kendall, M., Sanborn-Barrie|2013|Seismic anisotropy and mantle structure of the Rae craton, central Canada, from joint interpretation of SKS splitting and receiver functions|Precambrian Res.|232(0)|189-208|10.1016/j.precamres.2012.03.003| | 
226|Yang2013|Yang, B.B., S.S., Gao, K.H., Liu, A.A., Elsheikh, A.A., Lemnifi, H.A., Refayee, Y., Yu|2013|Seismic anisotropy and mantle flow beneath the northern Great Plains of North America|J. Geophys. Res.|119|1971-1985|10.1002/2013jb010561| |Splitting obtained using Silver and Chan (1991) method and Liu (2009) method
227|Saikia2010|Saikia, D., M., Ravi Kumar, A., Singh, G., Mohan, R.S., Dattatrayam|2010|Seismic anisotropy beneath the Indian continent from splitting of direct S waves|J. Geophys. Res.|115(B12)|B12315|10.1029/2009jb007009| |Splitting obtained with Silver and Chan (1991) and Teanby et al. (2004) methods
228|Zhang2012|Zhang, H., J., Teng, X., Tian, Z., Zhang, R., Gao, J., Liu|2012|Lithospheric thickness and upper-mantle deformation beneath the NE Tibetan Plateau inferred from S receiver functions and SKS splitting measurements|Geoph. J. Int.|191(3)|1285-1294|10.1111/j.1365-246X.2012.05667.x| |Splitting obtained from Silver and Chan (1991) method
229|Hazarika2013|Hazarika, D., D.K., Yadav, V., Sriram, A., Rai|2013|Upper mantle anisotropy beneath northeast India-Asia collision zone from shear-wave splitting analysis|Int. J. Earth Sci.|102|2061-2076|10.1007/s00531-013-0922-4| |Splitting obtained with the Silver and Chan (1991) method
230|Olive2014|Olive, J.A., F., Pearce, S., Rondenay, M.D., Behn|2014|Pronounced zonation of seismic anisotropy in the Western Hellenic subduction zone and its geodynamic significance|Earth Planet. Sci. Lett.|391(0)|100-109|10.1016/j.epsl.2014.01.029| |Splitting obtained from Silver and Chan method (1991) and stack from Wolfe and Silver (1998)
231|reading2008|Reading, A.M., M., Heintz|2008|Seismic anisotropy of East Antarctica from shear-wave splitting: Spatially varying contributions from lithospheric structural fabric and mantle flow?|Earth Planet. Sci. Lett.|268(3-4)|433-443|10.1016/j.epsl.2008.01.041| |Splitting obtained from Silver and Chan method (1991) and Teanby et al. (2004)
233|DePlaen2014|De Plaen, R.S.M., Bastow, I., Chambers, E.L., Keir, D., Gallacher, R.J., Keane, J.|2014|The development of magmatism along the Cameroon Volcanic Line: Evidence from seismicity and seismic anisotropy|J. Geophys. Res.|119|4233-4252|10.1002/2013JB010583| |Splitting obtained from the approach of teanby et al. (2004)
234|Hammond2014|Hammond, J.O.S., Kendall, J.M., Wookey, J., Stuart, G.W., Keir, D., Ayele, A.|2014|Differentiating flow, melt, or fossil seismic anisotropy beneath Ethiopia|Geochem. Geophys. Geosyst.|15| |10.1002/2013GC005185| |Splitting obtained from the approach of teanby et al. (2004) and estimate from 1 layer inversion by Wookey et al. (GJI, 2012)
235|Diaz2014|Diaz, J., Gallart, J.|2014|Seismic anisotropy from the Variscan core of Iberia to the Western African Craton: New constrains on upper mantle flow at regional scales, Earth Planet. Sci. Lett., 394, 48-57, doi:|Earth Planet. Sci. Lett.|394|48-57|10.1016/j.epsl.2014.03.005| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
236|Elsheikh2014|Elsheikh, A.A., Gao, S.S., Liu, K.H.|2014|Formation of the Cameroon Volcanic Line by lithospheric basal erosion: Insight from mantle seismic anisotropy|J. Afr. Earth Sc.| |96-108|10.1016/j.jafrearsci.2014.06.011| |Splitting obtained by Silver and Chan (1991) method, Liu and Gao (2013) procedure
237|Wolbern2014|Wolbern, I., Lšbl, U., Rumpker, G.|2014|Crustal origin of trench-parallel shear-wave fast polarizations in the Central Andes|Earth Planet. Sci. Lett.|392|230-238|10.1016/j.epsl.2014.02.032| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
238|Eakin2015|Eakin, C.M., Long, M.D., Wagner, L.S., Beck, S.L., Tavera, H.|2015|Upper mantle anisotropy beneath Peru from SKS splitting: Constraints on flat slab dynamics and interaction with the Nazca Ridge|Earth Planet. Sci. Lett.|412|152-162|10.1016/j.epsl.2014.12.015| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
239|Wu2015|Wu, J., Zhang, Z., Kong, F., Yang, B.B., Yu, Y., Liu, K.H., Gao, S.S.|2015|Complex seismic anisotropy beneath western Tibet and its geodynamic implications|Earth Planet. Sci. Lett.|413|167-175|10.1016/j.epsl.2015.01.002| |Splitting obtained by Silver and Chan (1991) method, Liu and Gao (2013) procedure
241|Lamarque2015|Lamarque, G., Barruol, G., Fontaine, F.R., Bascou, J., Ménot, R.-P.|2015|Crustal and mantle structure beneath the Terre Adélie Craton, East Antarctica: insights from receiver function and seismic anisotropy measurements|Geoph. J. Int.|200(2)|807-821|10.1093/gji/ggu430| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
242|Qorbani2015|Qorbani, E., Bianchi, I., Bokelmann, G.|2015|Slab detachment under the Eastern Alps seen by seismic anisotropy|Earth Planet. Sci. Lett.|409|96-108|10.1016/j.epsl.2014.10.049| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
243|Porrit2014|Porrit, R.W., Becker, T.W., Monsalve, G.|2014|Seismic anisotropy and slab dynamics from SKS splitting recorded in Colombia|Geoph. Res. Lett.|41| |10.1002/2014GL061958| |Splitting measured with SplitLab (Wuestefeld et al., 2008), RC method (Bowman and Ando, 1987)
244|Lemnifi2015|Lemnifi, A.A., Liu, K.H., Gao, S.S., Reed, C.A., Elsheikh, A.A., Yu, Y., Elmelade, A.A.|2015|Azimuthal anisotropy beneath north central Africa from shear wave splitting analyses|Geochem. Geophys. Geosyst.|16| |10.1002/2014GC005706| |splitting measured by transverse energy minimization (Silver and Chan, 1991) and Liu (2009) and Liu and Gao (2013) procedure
245|Chen__2015|Chen, Y., Li, W., Yuan, X., Badal, J., Teng, J.|2015|Tearing of the Indian lithospheric slab beneath southern Tibet revealed by SKS-wave splitting measurements|Earth Planet. Sci. Lett.|413|13-24|10.1016/j.epsl.2014.12.041| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
247|Wu2015|Wu, C., Xu, T., Badal, J., Wu, Z., Teng, J.|2015|Seismic anisotropy across the Kunlun fault and their implications for north- ward transforming lithospheric deformation in northeastern Tibet|Tectonophysics|659|91-101|10.1016/j.tecto.2015.07.030| |Splitting obtained by Silver and Chan (1991) method
248|Radi2015|Radi, Z., Yelles-Chaouche, A., Bokelmann, G.|2015|Seismic anisotropy of northeastern Algeria from shear-wave splitting analysis|Phys. Earth Planet. Int.|248|73-82|10.1016/j.pepi.2015.08.002| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
249|Bastow2015|Bastow, I.D., Julia, J., do Nascimzento, A.F., Fuck, R.A., Buckthorp, T.L., McClellan, J.J.|2015|Upper mantle anisotropy of the Borborema Province, NE Brazil: Implications for intra-plate deformation and sub-cratonic asthenospheric flow|Tectonophysics|657|81-93|10.1016/j.tecto.2015.06.024| |splitting measured by Silver and Chan method (1991) and Teanby et al., (2004) procedure
250|Bodmer2015|Bodmer, M., Toomey, D.R., Hooft, E.E., Nabelek, J., Braunmiller, J.|2015|Seismic anisotropy beneath the Juan de Fuca plate system: Evidence for heterogeneous mantle flow|Geology|43|1095-1098|10.1130/g37181.1| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1991)
251|Accardo2015|Accardo, N.J., Wiens, D.A., Hernandez, S., Aster, R.C., Nyblade, A., Huerta, A., Anandakrishnan, S., Wilson, T., Heeszel, D.S., Dalziel, I.W.D.|2014|Upper mantle seismic anisotropy beneath the West Antarctic Rift System and surrounding region from shear wave splitting analysis|Geoph. J. Int.|198|414-429|10.1093/gji/ggu117| |Splitting obtained from Silver and Chan method (1991) and Teanby et al. (2004)
252|Yolsal2014|Yolsal-Cevikbilen, S.|2014|Seismic anisotropy along the Cyprean arc and northeast Mediterranean Sea inferred from shear wave splitting analysis. Phys. Earth Planet. Int.,, doi:.|Phys. Earth Planet. Int.|233|112-134|10.1016/j.pepi.2014.05.010| |Splitting obtained from Silver and Chan method (1991) and Teanby et al. (2004)
253|Diaz2015|Diaz, J., Gallart, J., Morais, I., Silveira, G., Pedreira, D., Pulgar, J.A., Dias, N.A., Ruiz, M., González-Cortina, J.M.|2015|From the Bay of Biscay to the High Atlas: Completing the anisotropic characterization of the upper mantle beneath the westernmost Mediterranean region|Tectonophysics|663|192-202|10.1016/j.tecto.2015.03.007| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1991)
254|vanBenthem2013|van Benthem, S.A.C., Valenzuela, R.W., Ponce, G.J.|2013|Measurements of upper mantle shear wave anisotropy from a permanent network in southern Mexico|Geofisica Internacional|52|385-402|10.1016/S0016-7169(13)71485-5| |Splitting measured with Silver and Chan method (1991)
255|Bernal-Lopez2015|Bernal-Lopez, L.A., Garibaldi, B.R., Soto, G.L., Valenzuela, R.W., Escudero, C.R.|2015|Seismic Anisotropy and Mantle Flow Driven by the Cocos Slab Under Southern Mexico|Pure Appl. Geophys.|In press| |10.1007/s00024-015-1214-7| |Splitting obtained from Silver and Chan method (1991) and stack from Wolfe and Silver (1998)
256|Yu2015|Yu, Y., Gao, S.S., Moidaki, M., Reed, C.A., Liu, K.H.|2015|Seismic anisotropy beneath the incipient Okavango rift: Implications for rifting initiation|Earth Planet. Sci. Lett.|430|1-8|10.1016/j.epsl.2015.08.009| |Splitting obtained by Silver and Chan (1991) method, Liu and Gao (2013) procedure
257|Huang2015|Huang, Z., Wang, L., Xu, M., Ding, Z., Wu, Y., Wang, P., Mi, N., Yu, D., Li, H.|2015|Teleseismic shear-wave splitting in SE Tibet: Insight into complex crust and upper-mantle deformation|Earth Planet. Sci. Lett.|432|354-362|10.1016/j.epsl.2015.10.027| |splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1991)
258|MartinShort2015|Martin-Short, R., Allen, R.M., Bastow, I.D., Totten, E., Richards, M.A.|2015| Mantle flow geometry from ridge to trench beneath the Gorda-Juan de Fuca plate system|Nature Geoscience|8|965-969|10.1038/NGEO2569| |Splitting measured with SplitLab (Wuestefeld et al., 2008) and SHEBA (Wuestefeld et al., 2010) and stacked from Wolfe and Silver (1998) method
259|Darbyshire2015|Darbyshire, F.A., I.A., B., Forte, A.M., Hobbs, T.E., Calvel, A., Gonzalez-Monteza, A., Schow, B.|2015|Variability and origin of seismic anisotropy across eastern Canada: Evidence from shear wave splitting measurements. J. Geophys. Res., 120, doi:|J. Geophys. Res.|120| |10.1002/2015JB012228| |Splitting obtained from Silver and Chan (1991) and Teanby et al. (2004) method and stacked from Restivo and Helffrich (1999) method
260|vanBenthem2008|van Benthem, S.A.C., Valenzuela, R.W., Obrebski, M., Castro, R.R.|2008|Measurements of upper mantle shear wave anisotropy from stations around the southern Gulf of California|Geofisica Internacional|47|127-144| | |Splitting obtained with the Silver and Chan (1991) method
261|Hodges2015|Hodges, M., Miller, M.S.|2015|Mantle flow at the highly arcuate northeast corner of the Lesser Antilles subduction zone: Constraints from shear- wave splitting analyses|Lithosphere|7|579-587|10.1130/L440.1| |splitting measured with SplitLab (Wuestefeld et al., 2008), RC and SC method (Silver and Chan, 1991)
262|Meighan2013|Meighan, H.E., Pulliam, J.|2013|Seismic anisotropy beneath the Northeastern Caribbean: Implications for the subducting North American lithosphere|Bull. Soc. Geol. Fr.|184|67-76|10.2113/gssgfbull.184.1-2.67| |Splitting measured with SplitLab (Wuestfeld et al., 2008), Silver and Chan (1991) technique and stacking from Monteiller and Chevrot (2010)
263|Takeo2016|Takeo, A., Kawakatsu, H., Isse, T., Nishida, K., Sugioka, H., Ito, A., Shiobara, H., Suetsugu, D.|2016|Seismic azimuthal anisotropy in the oceanic lithosphere and asthenosphere from broadband surface wave analysis of OBS array records at 60 Ma seafloor|J. Geophys. Res.|121|1927-1947|10.1002/2015JB012429| |Splitting measured with SC method (Silver and Chan, 1991) and stacking with Wolfe and Silver (1998) method
264|Courtier2010|Courtier, A.M., Gaherty, J.B., Revenaugh, J., Bostock, M.G., Garnero, E.|2010|Seismic anisotropy associated with continental lithosphere accretion beneath the CANOE array, northwestern Canada|Geology|38|887-890|10.1130/G31120.1.| |Splitting measured with cross-convolution method of Menke and Levin (2003)
265|Ola2016|Ola, O., Frederiksen, A.W., Bollmann, T., van der Lee, S., Darbyshire, F., Wolin, E., Revenaugh, J., Stein, C., Stein, S., Wysession, M.|2016|Anisotropic zonation in the lithosphere of Central North America: Influence of a strong cratonic lithosphere on the Mid-Continent Rift|Tectonophysics|683|367-381|10.1016/j.tecto.2016.06.031| |Splitting measured by Silver and Chan method (1991) and mean calculated by (Wolfe and Silver (1998) + Frederiksen (2013))
266|Qorbani2016|Qorbani, E., Bokelmann, G.H.R., Kovács, I., Horváth, F., Falus, G.|2016|Deformation in the asthenospheric mantle beneath the Carpathian-Pannonian Region|J. Geophys. Res.|121| |10.1002/2015JB012604| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
267|Long2016|Long, M.D., Jackson, K.G., McNamara, J.F.|2016|SKS splitting beneath Transportable Array stations in eastern North America and the signature of past lithospheric deformation|Geochem. Geophys. Geosyst.|17(1)|2-15|10.1002/2015GC006088.| |Splitting measured with SplitLab (Wuestefeld et al., 2008)
268|Idarraga2016|Idárraga-García, J., Kendall, J.M., Vargas, C.A.|2016|Shear wave anisotropy in northwestern South America and its link to the Caribbean and Nazca subduction geodynamics|Geochem. Geophys. Geosyst.|17|1-19|10.1002/2016GC006323| |Splitting obtained from Silver and Chan (1991) and Teanby et al. (2004) method
269|Gilligan2016|Gilligan, A., Bastow, I.D., Watson, E., Darbyshire, F.A., Levin, V., Menke, W., Lane, V., Hawthorn, D., Boyce, A., Liddell, M.V., Petrescu, L.|2016| Lithospheric deformation in the Canadian Appalachians: evidence from shear wave splitting|Geoph. J. Int.|206|1273-1280|10.1093/gji/ggw207| |splitting obtained from Silver and Chan (1991) and Teanby et al. (2004) method
270|Yu2016|Yu, Y., Chen, Y.J.|2016|Seismic anisotropy beneath the southern Ordos block and the Qinling-Dabie orogen, China: Eastward Tibetan asthenospheric flow around the southern Ordos|Earth Planet. Sci. Lett.|455|1-6|10.1016/j.epsl.2016.08.026| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990)
271|Nyamwandha2016|Nyamwandha, C.A., Powell, C.A.|2016|Seismic anisotropy beneath the Mississippi Embayment and the New Madrid Seismic Zone: A study of shear wave splitting|J. Geophys. Res.|121|8239-8253|10.1002/2015JB012729| |Splitting measured with SplitLab (Wuestefeld et al., 2008), SC method (Silver and Chan, 1990) or RC method (Bowman and Ando, 1987)
272|Reiss2016|Reiss, M.C., Rumpker, G., Tilmann, F., Yuan, X., Giese, J., Rindraharisaona, E.J.|2016|Seismic anisotropy of the lithosphere and asthenosphere beneath southern Madagascar from teleseismic shear wave splitting analysis and waveform modeling|J. Geophys. Res.|121|6627-6643|10.1002/2016JB013020| |Splitting measured by Silver and Chan method (1991) and joint splitting analysis by Woelbern (2014)
